ts,open,high,low,close,volume,datetime
1709683200000,3560.0,3898.7,3499.57,3817.95,48810.17111636,2024-03-06 00:00:00+00:00
1709769600000,3821.01,3938.34,3738.34,3872.54,21715.9111546,2024-03-07 00:00:00+00:00
1709856000000,3873.26,3998.0,3824.77,3892.23,23240.20597795,2024-03-08 00:00:00+00:00
1709942400000,3892.23,3950.0,3880.46,3914.01,10418.67053305,2024-03-09 00:00:00+00:00
1710028800000,3914.01,3969.3,3800.86,3880.98,11207.73494559,2024-03-10 00:00:00+00:00
1710115200000,3880.98,4088.0,3739.2,4065.29,30295.37625934,2024-03-11 00:00:00+00:00
1710201600000,4065.3,4090.0,3830.56,3980.4,27307.47166558,2024-03-12 00:00:00+00:00
1710288000000,3980.93,4083.99,3937.0,4007.21,18307.1363724,2024-03-13 00:00:00+00:00
1710374400000,4006.11,4011.72,3722.46,3880.78,29625.13757859,2024-03-14 00:00:00+00:00
1710460800000,3881.16,3965.0,3570.0,3738.0,32040.91770103,2024-03-15 00:00:00+00:00
1710547200000,3740.14,3778.94,3466.78,3520.27,19133.79936173,2024-03-16 00:00:00+00:00
1710633600000,3519.95,3675.0,3414.01,3642.62,21689.73169453,2024-03-17 00:00:00+00:00
1710720000000,3642.62,3642.62,3456.0,3518.43,14139.18011847,2024-03-18 00:00:00+00:00
1710806400000,3518.43,3547.76,3146.98,3162.42,42076.07170383,2024-03-19 00:00:00+00:00
1710892800000,3158.67,3535.01,3059.65,3515.43,60286.32812196,2024-03-20 00:00:00+00:00
1710979200000,3515.0,3587.94,3411.7,3492.49,23758.04594407,2024-03-21 00:00:00+00:00
1711065600000,3492.5,3542.24,3250.0,3335.09,18651.78975736,2024-03-22 00:00:00+00:00
1711152000000,3335.59,3433.22,3273.28,3332.7,12919.91831211,2024-03-23 00:00:00+00:00
1711238400000,3331.03,3468.5,3301.76,3454.03,11620.88989161,2024-03-24 00:00:00+00:00
1711324800000,3454.03,3659.81,3420.55,3591.3,26945.66833297,2024-03-25 00:00:00+00:00
1711411200000,3591.3,3680.32,3544.08,3587.04,17884.42876944,2024-03-26 00:00:00+00:00
1711497600000,3587.36,3663.28,3456.9,3498.52,24566.39084324,2024-03-27 00:00:00+00:00
1711584000000,3499.05,3610.0,3464.43,3562.69,18144.48471579,2024-03-28 00:00:00+00:00
1711670400000,3562.69,3582.65,3474.2,3511.68,17152.31736535,2024-03-29 00:00:00+00:00
1711756800000,3511.68,3565.62,3489.4,3508.28,13656.86335973,2024-03-30 00:00:00+00:00
1711843200000,3507.69,3654.1,3506.94,3647.72,9209.87880317,2024-03-31 00:00:00+00:00
1711929600000,3647.71,3647.72,3410.09,3505.48,22991.1637968,2024-04-01 00:00:00+00:00
1712016000000,3505.87,3507.46,3215.87,3278.03,29397.83774852,2024-04-02 00:00:00+00:00
1712102400000,3278.75,3366.96,3206.01,3312.28,15473.19415165,2024-04-03 00:00:00+00:00
1712188800000,3310.72,3443.76,3255.1,3329.56,19250.67567578,2024-04-04 00:00:00+00:00
1712275200000,3329.57,3345.0,3212.11,3320.55,17810.20211392,2024-04-05 00:00:00+00:00
1712361600000,3320.55,3397.06,3310.0,3354.95,6390.46334567,2024-04-06 00:00:00+00:00
1712448000000,3354.94,3458.66,3348.7,3454.03,6845.35118961,2024-04-07 00:00:00+00:00
1712534400000,3454.06,3726.84,3409.41,3694.38,28896.03745765,2024-04-08 00:00:00+00:00
1712620800000,3694.38,3726.79,3451.02,3505.69,24096.59419218,2024-04-09 00:00:00+00:00
1712707200000,3505.68,3559.3,3408.01,3543.42,17898.58678571,2024-04-10 00:00:00+00:00
1712793600000,3543.42,3614.88,3476.2,3505.25,12248.98148627,2024-04-11 00:00:00+00:00
1712880000000,3505.24,3551.15,2926.93,3240.1,35274.23894117,2024-04-12 00:00:00+00:00
1712966400000,3240.11,3300.09,2537.0,3013.12,46924.29162845,2024-04-13 00:00:00+00:00
1713052800000,3011.42,3173.4,2913.43,3155.99,17201.9156719,2024-04-14 00:00:00+00:00
1713139200000,3156.0,3278.53,3026.0,3101.38,27281.82597592,2024-04-15 00:00:00+00:00
1713225600000,3101.38,3127.57,2987.26,3084.92,20070.58524244,2024-04-16 00:00:00+00:00
1713312000000,3084.92,3121.54,2914.34,2985.4,20766.74960597,2024-04-17 00:00:00+00:00
1713398400000,2985.4,3094.49,2955.19,3064.51,12129.43746245,2024-04-18 00:00:00+00:00
1713484800000,3064.51,3125.46,2867.0,3058.52,17117.99544752,2024-04-19 00:00:00+00:00
1713571200000,3058.52,3169.99,3021.63,3157.67,5455.32879113,2024-04-20 00:00:00+00:00
1713657600000,3157.81,3197.14,3120.0,3148.05,7615.20164802,2024-04-21 00:00:00+00:00
1713744000000,3148.31,3234.55,3130.05,3202.0,11858.88467609,2024-04-22 00:00:00+00:00
1713830400000,3202.0,3263.55,3154.0,3220.02,14787.82593007,2024-04-23 00:00:00+00:00
1713916800000,3220.0,3291.64,3105.75,3138.84,10404.8589817,2024-04-24 00:00:00+00:00
1714003200000,3139.11,3190.86,3074.39,3155.68,9692.8760516,2024-04-25 00:00:00+00:00
1714089600000,3155.63,3166.13,3102.55,3129.96,9823.74431079,2024-04-26 00:00:00+00:00
1714176000000,3129.96,3279.31,3070.34,3252.62,9198.94010367,2024-04-27 00:00:00+00:00
1714262400000,3252.63,3355.9,3250.0,3262.02,7973.17094111,2024-04-28 00:00:00+00:00
1714348800000,3262.03,3285.23,3113.7,3216.18,12463.30004485,2024-04-29 00:00:00+00:00
1714435200000,3216.09,3247.51,2916.57,3010.62,22271.46579808,2024-04-30 00:00:00+00:00
1714521600000,3010.62,3020.14,2813.8,2970.02,24577.66018931,2024-05-01 00:00:00+00:00
1714608000000,2970.01,3014.8,2892.78,2987.85,12692.40264674,2024-05-02 00:00:00+00:00
1714694400000,2987.86,3126.36,2958.64,3104.77,18702.10634519,2024-05-03 00:00:00+00:00
1714780800000,3105.13,3165.24,3093.28,3117.78,5968.44944914,2024-05-04 00:00:00+00:00
