ts,open,high,low,close,volume,datetime
1769317200000,88888.1,88907.4,88693.6,88838.3,81.62968674,2026-01-25 05:00:00+00:00
1769320800000,88838.3,88849.3,88517.2,88718.9,22.41384188,2026-01-25 06:00:00+00:00
1769324400000,88719.0,88719.0,88500.0,88513.0,10.84049281,2026-01-25 07:00:00+00:00
1769328000000,88513.1,88623.4,86362.0,88178.9,665.85087613,2026-01-25 08:00:00+00:00
1769331600000,88178.9,88346.7,88111.1,88250.9,34.22352636,2026-01-25 09:00:00+00:00
1769335200000,88250.9,88513.2,88250.8,88513.2,10.30443511,2026-01-25 10:00:00+00:00
1769338800000,88513.3,88534.7,88410.0,88430.0,23.05394253,2026-01-25 11:00:00+00:00
1769342400000,88430.1,88640.9,88310.8,88640.1,13.10211554,2026-01-25 12:00:00+00:00
1769346000000,88640.2,88822.0,88506.0,88778.6,27.97833891,2026-01-25 13:00:00+00:00
1769349600000,88778.6,88800.6,88457.2,88580.2,26.38952945,2026-01-25 14:00:00+00:00
1769353200000,88580.3,88616.5,88250.0,88316.3,38.02816042,2026-01-25 15:00:00+00:00
1769356800000,88316.3,88316.3,87429.2,87952.8,286.98370532,2026-01-25 16:00:00+00:00
1769360400000,87952.8,87956.5,87627.5,87750.8,93.36331312,2026-01-25 17:00:00+00:00
1769364000000,87750.9,87832.9,86721.3,87295.6,244.03798916,2026-01-25 18:00:00+00:00
1769367600000,87295.6,87359.9,86107.0,86379.6,309.97371328,2026-01-25 19:00:00+00:00
1769371200000,86379.6,86609.1,86129.9,86538.7,170.98538967,2026-01-25 20:00:00+00:00
1769374800000,86538.6,86892.8,86310.9,86484.7,144.31231587,2026-01-25 21:00:00+00:00
1769378400000,86484.7,86587.4,86115.2,86420.6,199.71884319,2026-01-25 22:00:00+00:00
1769382000000,86420.7,86674.1,86007.0,86572.3,100.97202318,2026-01-25 23:00:00+00:00
1769385600000,86572.3,87078.7,86430.5,86754.9,83.59415949,2026-01-26 00:00:00+00:00
1769389200000,86755.0,87716.1,86725.6,87579.6,73.75673882,2026-01-26 01:00:00+00:00
1769392800000,87579.6,87827.4,87341.0,87414.9,74.06897396,2026-01-26 02:00:00+00:00
1769396400000,87440.9,87552.4,86986.7,87146.8,39.96037391,2026-01-26 03:00:00+00:00
